genre,description
horror,arthur kingston old butcher house blood guts routine changed one night blood spilled human hand murderous rampaging butcher two workers owner son killed factory shut decades pass massacre became legend abandoned butcher house still held evil halls six teenagers explore old butcher house unleash horror lies within
thriller,thinning takes place future plagued overcrowding population control dictated high school aptitude test two students logan paul peyton list discover test smoke mirrors hiding larger conspiracy must fight system expose take thinning set earth suffering overpoplulation control population every year students grade take aptitude test smartest pass fail killed girl named laina michaels peyton list fight way show passed even told failed test help blake redding logan paul thinning set distant future earth becoming overpopulated order control population students take test ones fail euthanized laina michaels peyton list blake redding logan paul discover tests rigged need work together expose take system thinning takes place future student aptitude test decides whether continue live life two high school students blake redding laina michaels willing whatever takes take system late
horror,powerful tantrik occult practitioner living outskirts village holds sway demon requested various villagers invokes kill enemies woman whose husband killed demon vows take revenge killing demon undertakes study occult practices meanwhile villagers make vow never request tantrik invoke murderous demon years later group city slicker come village holiday couple rape kill village belle anger blinded lover holds entire group responsible rushes tantrik invokes demon innocent city slickers survive widowed female tantrik get revenge demon rest film resolves issues
thriller,johanna morgan serious young journalist successfully profiled charlie manson type serial killer cult magazine great accolades found guilty counts decides write novel loosely based hypnotic murderer devoted followers reconnects women cult finds alienating friends family familiar falls lethal pull retreats cabin woods complete novel takes hold exploring dark side humanity begins slow descent madness shining meets aquarius
horror,like ghost reality shows get kick one realm horror dare venture haunted place world crew film paranormal investigation obtain evidence proves alone something evil awaits discover truth alone
action,veteran hitman jake lead second thoughts knocking latest target nina conrad tough talking loner lots hide tracks immediately feels unusual connection becomes determined keep alive cost soon jake nina run need growing lead bloody rampage los angeles
horror,expecting mother olivia worker bankers spend weekend client wall street penthouse auditing attacked greek mythological monster fight get alive uncover secrets great noble order
horror,deep pennsylvania hills cemetery died exorcism remains dark secret church hundreds men women children suffered bloody torturous rituals hands priests unable contain evil possessed possessions real story hoax cover sins deranged priests thirsty human blood bill team cynical paranormal investigators plan find truth producer host reality show ghost seekers bill crew seen abandoned prisons haunted houses decrepit mental hospitals night night boring trips empty run buildings left sure dead stay dead ghosts furthest thing real lack faith soon repaid blood armed church historical record set wilderness uncover series forgotten atrocities demons past invited return gory details old sins revealed possessed begin hunting living alternately gut punching hilarious brutally violent cemetery takes best elements old school slasher film pushes edge
horror,third world war american government initiates secret project code named army bacon order create super soldier inbreeding human pigs years later breed called muzzles occupied top food chain eating farming humans like animals rob justice bounty hunter working last line human resistance group survivors hiding nuclear bunker deep underground mission find muzzles came power destroy
action,avenge parents lao kidnaps daughter one men betrayed father hope luring process defeating minions lao befriends one handed fighter similar revenge daughter falls love lao lao one handed man team final battle death
action,series follows three women santa nenuphar vegas living los angeles missing creating wave panic city police suspects serial killer behind disappearance three women actually joined secret guerrilla camp train avenge injustice misogynistic system humiliates exploits women
horror,dying woman presents friend antique doll instructions must keep demise otherwise would unleash evil drastic proportions could doll hold possessed spirits control destiny keep safe would giving doll friend charity unleash events cause question whether evil spirits become unleashed least expect
horror,young eva makovec finds quite dire situation night brother wake finds father wounded girlfriend nina kidnapped determination find love discouraged dismissive attitude detective case erik rakusa slimy advances childhood friend local mechanic kristjan desperate disheartened eva finds comfort bottom bottle soon becomes quite clear made good impression men since help reveal fact entire town tight grip corrupt elite local winemakers ones controlling levers power means special type blood wine mixture enabling complete manipulation success rests upon cruel sacrifice made depraved winepires eva penetrates web mysteries surrounding town elite discovers core rotten winepire intrigue
horror,series takes place delta small town colorado story follows christopher pine teenager family four years previous series trent pine christopher older brother killed serial killer paul schmidt also killed teenagers year paul arrested received four life sentences rot cell delta colorado correctional facility escaped blood soaked rampage find family responsible putting away forever
thriller,film completely independent made young people dublin made film looked deep darkness human mind way mind breaks tries remain whole film starts writer hounded detective confronting con artist writer goes detective make confession deal makes sure con artist goes clean deeds confession shows writer brutally murdered missing mob boss aided con artist number control schemes writer let free detective follows see find con artist however dark revelation shown con artist creation created writer mind representation dark views something writer blame film concludes writer confronting issues control loops life confronting con artist however ending shows insidious nature loops
horror,detective nick knight investigating series murders bodies found drained blood recent one fit pattern instead involves cure nick searching decades face light day later remade first two episodes forever knight
action,alex stuck repeating loop time must navigate way bustling streets bangkok mysterious men heels trying kill parkour martial arts shoot outs car flips result death last loop
action,anastasia knight agent secret government organization aware allied world alert resistance effort posing journalist tabloid called worldwide examiner anna travels world seeking putting end threats types united states allies including political subversive terrorism military dictatorial paranormal extraterrestrial unknown
thriller,john carter lives deadly secret kept even young wife child former secret life working hitman shadowy political organisation carter peaceful new life shattered murder family police begin investigate mysterious past friend turn fellow hitman named karl loveberg karl draws john back dark world contract killers world thought left behind
horror,oliver confined private institution many years living naked padded cell stainless steel slab bed escapes wreaks havoc institution staff subdued massive doses tranquilizers coma requiring twenty four hour care family afford medical bills brought home first everything normal cousin jeff takes interest nursing soon around start dying horrible ways
thriller,radar installations greece jammed undercover nato security man killed falls widow sets find real culprits prove innocent
horror,new mother child move mother law dark old mansion soon begns suspect neither house mother law quite seem
thriller,famous photographer larry martin visited brother philip leave absence military service germany philip trying find wife diseased friend search takes dublin time later larry learns philip never went dublin instead disappeared larry sets search brother
thriller,killer obsessed fathering child troubles relationships women becomes father via artificial insemination tracks woman terrorizes husband
thriller,soviet propaganda film set moscow talented inventor igor krymov head top secret lab red army befriended nora foreign spy working undercover interpreter nora gives igor glass champaign poison unconscious takes copies secret files igor manipulated network foreign spies persons involved watched kgb
horror,paul naschy plays hunchback average intelligence works morgue love sickly girl happens person kind day brings flowers day dies never really accepts death believes sleeping girl eventually ends morgue prepared burial naschy character flips desecration girls body stabs decapitates men scene gore movie police begin look hunchback meets mad scientist work accepted general society scientist promises hunchback would animate girl body hunchback brings fresh bodyparts graveyard live victims uses parts create monster
horror,killjoy demon vengeance trickster god killer clown finally made earth along gruesome crew freakshow punchy sexy psychotic batty boop killjoy free terrorize mortals new excruciating ways two years road killjoy discovers life earth drag filled inconveniences eating breathing taxes immigration issues crew left jobs batty boop gone way bitter lover quarrel mention killjoy semi mortal meanwhile back hell beelzebub trial letting killjoy escape way beelzebub redeem trap killjoy spirit bring back box mission granted monumental spaceship capable destroying entire cities killjoy finally settled starring web series called psycho circus well running movie merchandise company notorious hambo ranch hand challenges producer nothing compared challenges staying alive beelzebub assassins appear kill demon clown capture spirit killjoy find way reunite gang clowns order defeat beelzebub minions comes together epic battle killjoy psycho circus
horror,whilst driving france group british girls one blind led course idyllic villa woods seemingly perfect holiday turn bloodbath butcher comes play grizzly game survival nothing seems
horror,sticks kentucky demented family inbreds begin process cleaning blood line twisted family led billy bob hackford madness abducts unsuspecting young women sadistic sport clan forces girls fight gladiator style death determine strongest billy bob rapes victor hopes pregnancy expanding hackford family hackford plan changes abduct amber strickland southern tom boy whose family ties run deep abductors victim prey huntress raised backwoods alabama brothers bear brody track feud country folks erupt massacre strongest survive
horror,downtown jungle los angeles home downtrodden forlorn desperate makes perfect roost trio ancient one going feed becomes dangerous concoct plan bring dinner home night massage parlor offers cater kinkiest midnight tastes young woman evicted husband arrives doorstep realize danger letting nest police detective violent temper two major problems wife cheating leads series gory local slayings two troubles become one particularly nasty confrontation wife leaves home unknowingly resides killers trio sexy vampires posing masseuses
thriller,angry greek goddess determined get revenge two detectives terri steno craig satchel trail confronted dead body unlike anything ever seen trace evidence apparent weapon suspect ancient legend killed centuries
horror,jimmy wanted mob family getting easy bag stolen money jimmy heads cabin hide mob buddies things seem going planned dead start coming back life battle death jimmy tries stay alive
horror,nami kumi takiuchi young woman numerous hangups sprouting dysfunctional childhood inherits small fortune allows pursue various interests many highly abnormal example nami loves spy people unlike gone crazy loneliness calls people solitarians perhaps due father fixation favorite spying targets old men stiff boners one fateful day nami spies elderly gentleman takashi sasano watching porn dvds home soon transitions peeping tom full fledged stalker
thriller,ranchi diaries story gudiya friends hail small town ranchi dream becoming pop sensation like shakira talent draws unwanted attention local mafia kingpin thakur bhaiya makes elope childhood lover manish chain events cross create ruckus get trouble gudiya friends plan bank heist ambitious bank heist becomes joke town attempt amidst chaos goons cops whether gudiya friends could make survival ranchidiaries
horror,mysterious action packed horror thriller nefarious leave jumping seat follow tanner moved new home country passing father trail discovery opening tale family lived gorgeous farmhouse moved chilling story happened might happen next story leaves wondering whose culprit misfortune strange old lady next door mother brother friend happen next
action,agent mike ryan undertakes huge task avenging brutal murder partner john grogan finds must fight sides murderer double crossing police buddies unexpected help lovely jade must confront new generation chinese underworld fight like white tiger
horror,narudom inherits gothic castle deceased parents gets far new place live finds book called immortal life opening inadvertently releases ancient vampire mekin narudom finds bringing new victims home every night satisfy vampire thirst blood wish put dark creature destruction end however soon young sorcerer penetrate castle walls hopes
horror,shu wei high school student constantly bullied classmates framed stealing class money forced perform community chores along main persecutors shu wei begins slowly accepted group joining various misdeeds bulgary come across flesh eating monster forced capture order avoid found autorities others trying find way benefit captured creature shu wei question morality society well
action,based award winning series graphic novels ashely wood louise popbot tells story misfit group punk rockers find rather surprising position save humanity legion homicidal robots unlikely quest takes anarchists far reaches galaxy edge sanity discover saving planet releasing protest tracks
thriller,dave taylor everything could hope career hotshot surgeon loving wife two adoring kids father law could buy sell world ten times wakes mental hospital informed murdered family cold blood memory killing mind blank slate meanwhile doctor engaging destructive radical therapies chief orderly abusing impunity ally kindly mysterious ward nurse nothing quite right hospital told doctors trust dreams dave puts pieces together memory restores little little events past converge volatile present dave discovers nothing world seems
thriller,stacy broke cheating boyfriend naomi trying cheer intruder breaks apartment two women must hide hope found intruder finds looking otherwise consequences could deadly
action,two kids sleepover wake gunshot realize parents gone call head outside get revolver protect run something find person walker
horror,love things dark disturbing vein elvira horror hotel features new queen night lamia lay bring best horror movies yet see independent horror films classic black whites find movies people involved making horrifying stories
thriller,group movie people director screenwriter producer actors actresses meet weekend remote house proceedings soon begin resemble slasher film couples pair sex get either murdered abducted
horror,trevor drifts texas collision course nightmare still haunted evils war recently returned promise failed keep stranger offers ride trevor finds battling brutal homegrown evil broderick family hoboken hollow remote west texas ranch many visit ever leave
action,undercover operative finds run former friend handler various government agencies deadly emissary one europe oldest organized crime families attempts discover betrayed left dead
thriller,contemporary thriller focusing fostered teenager developed vendetta former guardian foster brother actions redemption spiral control leaving position hide rest society assumption new hide space unoccupied soon develops problems anticipated
thriller,vlassov yul brynner soviet spy france vlassov defects whisked allan davies henry fonda takes case polygraph tests cross examinations vlassov names several western european agents also spying soviets davies wants take listed agents custody meanwhile list start dying mysterious circumstances
horror,set tom savini special make effects school around monongahela valley steel town monessen pennsylvania series story young student becomes involved sequence murders takes work sinister neighbor suddenly appears scene story follows student pursues supposed killer tries unravel truth situation dark tale tinged irony
horror,made cost average funeral comes new batch supernatural revenge stories cont cruels tradition original tales crypt creepshow bestselling horror novelist claire huston dawn duvurger sure way producing creepy story story steals dead master macabre using spirit board follows four stories suspense terror though without consequence alice mona duvera encounters familiar ventriloquist doll bobby amber peach knows something watching within walls home crazed sniper eric spudic uses geocaching lure victim krystal stevenson akin man pennylegion attempts resurrect dead wife brought two grave robbers denman powers kirk jordan
horror,deep inside hell house doctor fogger medical deviate staff look fresh corpses new zombie army unknown doctor staff group photographers broken grounds uncover zombie army
horror,series tapes found basement london house tapes contained recordings made well known medium right time death recorded voices dead one claiming devil based true events
action,death one four horsemen apocalypse embarks epic journey propels various light dark realms tries redeem brother war horseman blamed prematurely starting apocalypse
horror,evil demonic scarecrow resurrects dead ravenous cannibalistic zombies feast living motley assortment folks include bunch bickering college kids trio dangerous escaped convicts equally lethal pair savage hoodlums three sisters best stay alive survive harrowing ordeal
horror,set murky underworld crime deceit power struggles group people sections society begin unearth secrets motives one one meanwhile virus giving victims vampire like nature begins rage one person next weak destroyed battle begins end gaining
horror,hidden crime became deep dark secret friends five years later halloween night secret got actual footage events october november group returned scene crime came face face wicked past dark stylish horror film tells true life story lizzy duncan young institutionalized mental patient unmercifully group delinquent teenagers brought institution work study program halloween day tragic event left lizzy severely disfigured another female inmate dead film captures actual footage five years later juvenile return burned institution halloween prank dark chilling tale sets apart horror films offering intricate thought provoking plot telling story employing creative compelling camera techniques dark make jump seat appealing deepest fears never sells blood gore approach
horror,since century lanier buried whitlock woman alive witch took whitlock estate whitlocks hungered revenge wishes families amy whitlock bill lanier planning getting married laniers sent bulldozers onto old whitlock estate level land construction project morgan whitlock daughter amy make futile effort stop bulldozers overturn headstones churn graves whitlock cemetery night overturned coffin opens vanessa whitlock witch buried centuries ago rises grave together morgan use supernatural powers soon one one laniers meet fatal accidents tracy lanier follows amy family crypt astonished see vanessa witches weird supernatural rites
thriller,mishawr rohoshyo thriller egyptian mystery solved detective raja roy chowdhury unearth egyptian fortune well quest takes kakababu santu bumpy ride finally ends baffling egyptian tombs mishawr rawhoshyo thriller based novel name late sunil gangopadhyay mystery based egyptian mummy solved former govt india deptt archaeology employee adventurer raja roy chowdhury two persons mamun hani alkadi one good side actual villain quest takes kakababu santu fast paced ride finally ends catacombs pyramid surprising revelations
horror,youngsters chelsea allison derrick mike grieving suicide friend adam became obsessed internet game called hellworld former friend jake blames group since stopped playing game even adam unstable receive invitation hellworld party isolated mansion reluctant chelsea decides join group surprisingly find jake party explains invited girl met chat room hosted owner place shows private macabre collection along night find party hell
horror,character received message mother hospital rushed aid taking shortcut driving old forgotten road ominous autumnal forest something appeared front car caused crash lost among trees dark forest hiding many secrets creatures wish harm whatever crosses path uncover mysteries past save innocent soul able survive long enough
horror,story revolves around riya doctor husband akash transferred rural location unnatural events start occurring daily lives making riya affected getting possessed help rajiv senior psychiatrist akash discovers reason behind occurrences comes know village boy ravi love interest anusuya killed villagers blaming witchcraft kaunri kanya english possessed girl kaunri kanya first oriya film horror film directed debutant director soumya ranjan sahu produced brother ramya ranjan sahu film stars several debutant actors film also dubbed tamil first oriya film feature underwater sequence shot vizag shooting happened surangi ganjam odisha background score music done south indian artists satya mithun prakruti mishra gives special appearance film movie based around story doctor whose wife gets possessed evil spirit film explores social stigmas viz superstition witchcraft sorcery belief people casting spells summoning evil spirits take girls possession leads murdering innocent people falsely alleged practicing black magic
horror,college senior suffering post abortion syndrome seeing strange visions child thought got rid struggles deal violent encounters boyfriend former best friend fight love
thriller,american woman visiting fianc west germany caught defecting spy captured east brutal interrogation placed prison along sadistic guards mates tries survive world deprivation rape fianc fights bureaucracy attempt find
action,heist going wrong gym taken alfonso things bad worse gets phone call saying owe payed days starts panic london firm threaten goes back old school old heist firm seeks help get bottom mess
action,tanisha played mahiya mahi incognito serial killer thailand known killer queen tries take revenge underworld ainal misha shoudagor hires daredevil boxer dragon arefin shuvo kill mission dragon fall love tanisha without knowing sent kill later finds
horror,based true story south carolina brothers thomas meeks griffin forced sell land framed town leaders murder commit one hundred years later brothers return grave avenge deaths stop town descendants profiting land rightfully
action,rahul engineer tries best protect wife goon feared goon wants marry rahul wife cost bother whether already married son process rahul tries take help law efforts awry tables turn finally everything goes wife turns angry man rampage protect wife means even means killing goon giving worst death ever wish
thriller,based one critically acclaimed short films time one drink tells story self righteous graduate student suspects elderly professor may hiding sinister secret sets uncover truth soon finds caught web seduction orchestrated professor disturbed granddaughter
action,fernando poe stars carding villamar city professional returns hometown evangelista learning brother untimely demise series events unfold soon discovers brother succumb heart attack made believe shot cold blood refusing sell land powerful congressman town muted crippled fear congressman henchmen move unhampered silence carding brother orphaned family well big mistake armed crusty riffle whole ton rage carding sets right wrong exact vengeance murder brother survives hot pursuits bounty hunters militia police congressman payroll
action,shamsher singh smuggler many years good heart known police lives grandmother alcoholic father photographer brother wife sister family expect grandmother generally cruel abusive towards even though runs household one day brother brings photograph lovely girl shamsher told girl going get married shamsher meets finds name malti eventually fall love malti brother panduranga dreaded influential gangster local police pay roll opposes alliance things spiral control shamsher family disowns taken wealthy thakur claims shamsher illegitimate son lives wheel chair bound daughter manisha daughter became crippled assaulted panduranga altercation ensues panduranga shamsher police step prevent shamsher getting panduranga fisticuffs break senior police officer gravely injured believed dead police ordered bring shamsher dead alive shamsher find one call manisha disowns original family including grandmother nothing malti one true love believes affair chandramukhi nothing also getting married man chosen panduranga
action,deadly band killers lay siege mental institution hopes uncovering secrets valuable patient jane doe
action,brett gunner left secret service behind years ago thought called back action family taken hostage gunpoint brett must crack international drug ring stretches eastern europe far east landing amsterdam turns former self utilizing special forces training track family take drug dealers pimps along way loaded action thrills united media network guy real jason bourne entertaining starburst sexy hip awesome cars hot babes like extreme dvd
action,samurai shodown players take one roles fifteen warriors fighting way land defeat rashojin mizuki thrown sea little girl since became servant dark god ambrosia
horror,let follows helen bike courier suffers traumatic accident recovers begins experience strange episodic black outs hallucinations night terrors lead discover tumor benign growth remnants vanishing twin absorbed utero time tumor manifests dark demented version stranger helen emotional psychological state begins deteriorate begins act psychotic episodes influenced evil twin making danger best friend molly
horror,mortimer clark forensic pathologist finds autopsying yet another teenage girl body ravaged torn large canine girls slain full moon werewolf though ridiculous lauren redd sixteen year old girl forced spend weekend grandmother steps elaborate trap laid manipulative killer lauren finally cornered tables turn prey becomes predator redd family length hide family secret protect daughter mortimer following trail ultimately lead truth
horror,group friends arrive restore old run camp kids find renovations waiting legend bruno lives ode slasher flicks told modern day flair ask survive slaughter sumac ditch
thriller,follows teenage girl sunshine experiences paranormal adventures home locations along way befriends many others help come powers perceptions victoria mentors powers may may ghostly figure mother kat uncle tommy also big part life adventures well best pal nolan near death experience see paranormal activities well haunting sunshine girl follows teenage girl sunshine paranormal adventures home visiting locations along way befriends many others help come powers perceptions victoria may may ghostly figure mother kat uncle tommy also big part life adventures well best pal nolan near death experience see paranormal well jxw
horror,six people find inexplicably transported remote cabin surrounded invisible barrier nearby graveyard discover ancient carved stone monument dub totem pole soon find trapped murderous plot malevolent forces control manipulate actions ultimate goal unleash three demonic entities monument
horror,allan hard time finding usher house known cursed personal friend roderick usher lives sick wife madeline doctor roderick painting portrait madeline every pose exhausts allan worries stranger called allan charles lamy goes inn requests transportation house usher locals remain reluctant gets coach transport place sole friend roderick usher jean debucourt leaves eerie house sick wife madeleine usher marguerite gance doctor fournez goffard madeleine beloved muse model painted roderick dies roderick accept death dark night madeleine returns
action,virudhagiri indian tamil action film written directed vijayakanth making directorial debut besides playing title character well film starring madhuri itagi arun pandian mansoor ali khan among others released december film remake english movie taken virudhagiri indian tamil action film written directed vijayakanth making directorial debut besides playing title character well film starring madhuri itagi arun pandian mansoor ali khan among others released december film remake english movie taken
horror,old evil spirit horace granger old evil spirit one different tells past future also protects danger keeps away people hate warns people threat granger wants true friend protector armour bad around wants fill loneliness life true friendship hannah hider cries mother grave care father david alive david lived strangers house something happened long time ago distanced david answers questions could unanswered question past lived life lonely lost likes way friend comes life friend form evil spirit granger jake vagabond carefree yet cagey awkward front others uncomfortable people around sudden death mother committed suicide alone happened years ago reason still haunts jake search brings david doorstep david one possibly answers answers could push jake deeper loneliness realized mother death connected granger spirit alice sexy waitress binge men many almost standing line sex none want say truth makes lonely one man understood loneliness joe chef cafeteria alice works joe somehow felt short confidence walk alice grab hand say neither looks physique men alice dated joe realized win must something heroic like destroying evil spirit granger people around sophie killing horrible ways employer drank acid stalker burnt alive brother jumped front speeding train lover jumped tenth floor terrace presence certain thing life made die thing leads point escape death ready slit wrists hand holding sharp blade shivered brought blade close wrist suddenly wooden cabinet room shook trembled one drawers rattled hard thing inside wanted come made edgy nervous slit wrist suddenly drawer opened eyes stared fear knew inside evil spirit granger hexing film full mystery horror drama suspense emotion old evil spirit horace granger old evil spirit one different tells past future also protects danger keeps away people hate warns people threat granger wants true friend protector armour bad around wants fill loneliness life true friendship hannah hider cries mother grave care father david alive david lived strangers house something happened long time ago distanced david answers questions could unanswered question past lived life lonely lost likes way friend comes life friend form evil spirit granger jake vagabond carefree yet cagey awkward front others uncomfortable people around sudden death mother committed suicide alone happened years ago reason still haunts jake search brings david doorstep david one possibly answers answers could push jake deeper loneliness realized mother death connected granger spirit alice sexy waitress binge men many almost standing line sex none want say truth makes lonely one man understood loneliness joe chef cafeteria alice works joe somehow felt short confidence walk alice grab hand say neither looks physique men alice dated joe realized win must something heroic like destroying evil spirit granger people around sophie killing horrible ways employer drank acid stalker burnt alive brother jumped front speeding train lover jumped tenth floor terrace presence certain thing life made die thing leads point escape death ready slit wrists hand holding sharp blade shivered brought blade close wrist suddenly wooden cabinet room shook trembled one drawers rattled hard thing inside wanted come made edgy nervous slit wrist suddenly drawer opened eyes stared fear knew inside evil spirit granger hexing film full mystery horror drama suspense emotion
horror,one day mysterious letter starts written doorplates condominium building since mysterious incidents consistently occur around yukari yamamoto ordinary female high school student living building
action,inspector vishnu lives wife meenu child honest diligent police officer presently investigating corrupt businessman gangster named kamraj kamraj starts feel pressure warns vishnu vain one day vishnu returns home finds meenu child killed enraged goes avenge deaths kills kamraj associates result gets dismissed police force goes hiding make matters worst brother law sub inspector jairam assigned bring justice apparently jairam knows vishnu hiding arrest could vishnu killed jairam turn avenge death able without killing anyone getting caught losing job getting wife bindu killed
horror,part two two part homage parody european horror movies budget epic sequel zombie abomination italian zombie movie part action right part leaves like chunk blowing gore ridiculously sexist characters loads laughs plots cemetery enjoy horror festival convention favorite
thriller,producer friday freddy jason comes next terrifying step reality unpredictable irresistible thriller instant celebrity primetime morality america endless appetite junk food television producer karen webber built career ability create top rated primetime housemates crew start turning dead hit show xcu karen cast instant celebrities possibly anticipate extreme reality show become
action,wwe superstars clash year round championships glory personal pride line rivalries considered greatest sports entertainment history first time ever wwe counts intense rivalries time segment narrated different wwe mainstream personality rivalry takes life wwe fans get inside never seen perspective favorite showdowns grudges born equal pursuit common goal animosity crosses personal boundaries timeless conflicts history wwe wcw nwa ecw presented featuring cena edge stone cold mcmahon ric flair ricky steamboat many controversial countdown sure dissected debated fans eras
horror,plot children corn runaway follows young pregnant ruth escapes murderous child cult small midwestern town spends next decade living anonymously attempt spare son horrors experienced child lands small oklahoma town something following must confront evil lose child
horror,undead zombie wizard known litch hell bent devouring victims possessing weak sacred crystal stolen small time crook crew big breasted witches litch uses power transform slimy mutant creatures spilling gallons blood victims quest retrieve crystal order rule four worlds vinnie crowley idea awoken litch crypt robbed jewelry store snatched crystal lovable loser jaded past literally comes back haunt litch turns vinnie friends family monster slaves litch fights steal back rightfully action packed horror comedy keep edge seat litch raises dead assembles army zombies try destroy vinnie retrieve crystal demon witch run life comes litch
action,swedish motorcycle club becomes prospects international club road full patch club long tough life prospect means difficult choices johan big bengtsson choices makes following voice within
horror,response legend manson family may filmed exploits film creation film may like film shot piecemeal fashion intentionally amateurish faux home movie events leading including infamous tate labianca murders
action,twin sister separated birth teresa top show jumper mum nicole taken usa live dad nicole top dressage horse rider two girls never meet till big equestrian show girls get meet time
horror,david westwood successful banker dyed wool fan old spaghetti westerns girlfriend rebecca kidnapped isolated desert town mal paso david sets save exact revenge captors help alter ego mysterious unnamed stranger
horror,year vampires housed maximum security prison ten vampires escape threaten infect city way stopped slayers christian russell clay dalton george nelson seeing father killed demons chance city doctor danner daughter survive two vampire slayers
action,ononno choudhury biggest business tycoon bangladesh business booming competitors hard time keeping kibriya khan business rival wants ononno way anything make happen
horror,two hundred years ago town bedlam pennsylvania brothel burned girls buried alive today group college students botany expedition come across remains old house discover spirits girls died still possess house
action,underworld aslam anisur rahman milon hires bodyguard tibro kazi maruf protect love life sohana eamin haque bobby tibro finds sohana held captive story takes turn setting motion love hate action triangle
horror,beautiful tomoko loves husband masao heart unfortunately devil taken kawakami exorcise masao get rid evil one fact established immortal nested masao eye initially savior wanted let turned devil already infested internal organs
horror,void multi volume anthology series featuring best award winning short films horror suspense thriller sci fantasy genres including dystopia dextrocardia dark night wrong house carrier crow status change kilometers per second birds nest fairy knowledge
action,martin grant hiding years escape past ruthless mercenary elite force raven team recently engaged trying forget nightmares murder betrayal martin convinced could escape one escapes raven teams ruthless leader raven least alive raven back new team hunt eliminate grant
horror,boarding house vicious dog gets loose chain chews tenant ass teasing piece raw meat result dog shot death another tenant high strung book editor alot soon starts dreams dog returned dead chewed tenants begin popping everywhere
action,praschan loneliness asian man freshly jail asked help family saving people getting forgiveness faces powerful french asian gangs gets involved problems gets
thriller,weil brutalen dealern das handwerk legen schleust sich der nchner fahnder josef bertholt die drogenszene ein weder der anschlag auf seine frau noch die ecstasy sucht seines sohnes nnen den verbissenen polizisten von seinen ermittlungen abhalten doch dann nimmt der druck und josef sich entscheiden
thriller,american south reclusive author elena fitzgerald built zealous following stygian ascent series epic dark fantasy following life young mary quest rejoined mother larger world miss fitzgerald beloved novelist yet daniel virginia everything wept lives deaths characters dreamt walking world world reach elena went missing supposedly final book written years sign elena place rumors madness murder something otherworldly persisted elena fans quietly mourned loss finale yet daniel virginia refused let worlds characters stories must continue thus two decide elena needs help finish started close chapter world left untended leaving grim reality behind two begin search fitzgerald manor become swallowed dark journey unfathomable
horror,awol soldier ptsd goes hiding along brother friends retreat rural farm area unaware outside world stopped functioning way back civilization brother attacked bitten infected farmer brother quickly turns rabid animal lives exactly three hours realizing grave danger head back forest trying outlive legions infected
thriller,bette davis english nanny whose charge rude year old joey discharged disturbed children home spent two years undergoing treatment drowning little sister bath returns unloving father fragile mother doting nanny hates arises mother poisoned joey continues insist nanny responsible joey contends nanny responsible little sister death upstairs neighbour girl believes ten year old joey fane institutionalized two years behavior issues following accidental bathtub drowning death younger sister susy fane despite behavior issues improved joey released going home father bill fane sees joey homecoming nuisance deal joey bad behavior takes time away work joey mother virginia fane quivering nervous wreck think cope joey person seems even remotely happy joey coming home nanny longtime servant virginia virginia sister pen nanny children nanny still acts much childlike virginia sickly pen however joey always hated nanny wanted still wants fired joey openly antagonistic nanny especially refusing eat anything cooks making swear come bathroom taking baths accuses nanny trying kill home joey befriends precocious fifteen year old bobbie medman girl lives upstairs bobbie eventually gets caught joey stories nanny joey fane back home virginia bill fane want calm respectful atmosphere amongst house something still disturbing joey one thing nanny whilst nanny loving woman helps around house joey sees someone else someone believes responsible death sister
action,vape juice factories shut post apocalyptic ghost town known disco city diy manufacturer named athena hired create custom secret elixir deliver dangerous cloud chaser known vape cloud queen things desert vortex staying alive soon becomes first priority
thriller,black found footage movie follows couple sarah randy journey los angeles india shoot travel show spontaneous despite warning locals avoid sacred cave temple crew visits site awakening mythological god curse journey randy bit snake cave strange occurrences start happening crew eventually leading member crew disappearance death staring face must come terms actions try escape dreaded fate
horror,set decadent sexually charged world hollywood music industry draken lang goth rockstar master vampire malignant narcissist tasked bringing satan back world count tenacity music journalist paul shaye priest father cruz ancient order vampire killers
action,horatio nullbuilt crispin horatiobuilt live alone desert fixing ship rogue robot comes along steals power core traverse desert make city metropol get much trouble anticipated much game story determined player decisions takes number turns upon entering city
horror,malorie year old woman escapes psychiatric clinic held weeks decides breakout roommate danny nurse help stay hospital malorie recurring hallucinations however visions attributed schizophrenic episodes since day locked away information reason confinement one authorities reported found soaking wet frantic state shock near town sylvia nurse injects liquid knocks tries rape malories suddenly wakes flees walking miles malorie ends fortuna lake susan best friend summerhouse night blackout later finds missing remote place meets jared mysterious lonely next door neighbor aids evade people hunting help try recover clarity lost last weeks understand obscure hallucinations hunt discover relationship susan disappearance
action,race modern city streets licensed model automobiles high tech racing game played solo competitors players race selection wireless multiplayer modes speed metropolitan streets new york city miami las vegas paris tokyo choose palm lined streets island cuba airstrip bagota airport sandy terrain chernobyl ukraine unnamed usa speedway car numerous models aston martin shelby cobra concept chevrolet corvette ford hummer jaguar lotus exige several lamborghinis volkswagen beetle choose much tweak specs car fine tuned performance looks
horror,group college students book bargain dream holiday remote island little knowing lured island evil owner fulfill ancient voodoo prophecy soon appears paradise transformed friends siblings pitched desperate fight survival doubt panic splinter group member begins fall victim terrifying reality worst nightmares left find strength confront overcome fear otherwise end voodoo curse win
horror,happens group busty chics pimped mystical magical warlock leader rapes wrong man load vengeance heaped upon dastardly deed must watch unflinching tale sheer degradation buffoonery find
